Date,VIX_daily_vol
2000-01-18,0.013543726949497308
2000-01-19,0.013682313490388013
2000-01-20,0.013701212146584487
2000-01-21,0.013115367021177512
2000-01-24,0.015162674583310826
2000-01-25,0.014501237236151359
2000-01-26,0.01450753678821685
2000-01-27,0.014828806734456697
2000-01-28,0.016466651822949988
2000-01-31,0.015717023149907045
2000-02-01,0.014772111967383976
2000-02-02,0.01456423155528957
2000-02-03,0.013864996895737156
2000-02-04,0.013568925157759273
2000-02-07,0.014356351143195164
2000-02-08,0.01338624175241013
2000-02-09,0.014425643812882165
2000-02-10,0.014532733794962114
2000-02-11,0.015383154099536216
2000-02-14,0.01535795589127425
2000-02-15,0.014438242917013146
2000-02-16,0.014809908078260223
2000-02-17,0.014595728114100325
2000-02-18,0.016378460497066514
2000-02-22,0.016290269171183036
2000-02-23,0.015049285049165384
2000-02-24,0.01535795589127425
2000-02-25,0.01587450834699422
2000-02-28,0.015546938848688885
2000-02-29,0.014721716752376749
2000-03-01,0.013631918275380784
2000-03-02,0.0132665526661992
2000-03-03,0.012101161967450742
2000-03-06,0.013543726949497308
2000-03-07,0.015313860228332513
2000-03-08,0.015005189386223647
2000-03-09,0.013990984332496877
2000-03-10,0.013379942200344639
2000-03-13,0.01439414725407141
2000-03-14,0.015376854547470724
2000-03-15,0.014072877307831563
2000-03-16,0.013083870462366757
2000-03-17,0.014091775964028035
2000-03-20,0.014463439923758412
2000-03-21,0.013669715587773731
2000-03-22,0.013537427397431818
2000-03-23,0.014022482092824333
2000-03-24,0.014683919439983801
2000-03-27,0.015452447970739918
2000-03-28,0.015660328382834324
2000-03-29,0.0151815732395073
2000-03-30,0.01604459144669568
2000-03-31,0.015187872791572792
2000-04-03,0.015137477576565563
2000-04-04,0.01708399470868442
2000-04-05,0.017896617700865574
2000-04-06,0.01710289216336419
2000-04-07,0.015364255443339742
2000-04-10,0.016372160945001022
2000-04-11,0.017165886482502404
2000-04-12,0.018255683757981665
2000-04-13,0.018520258937148794
2000-04-14,0.021096718059133063
2000-04-17,0.018236786303301895
2000-04-18,0.016454053920335707
2000-04-19,0.017021000389546206
2000-04-20,0.016283969619117548
2000-04-24,0.017241479905771597
2000-04-25,0.01589970535373949
2000-04-26,0.01698950262921875
2000-04-27,0.016498149583277444
2000-04-28,0.016504449135342936
2000-05-01,0.01630286707379732
2000-05-02,0.01795331246793829
2000-05-03,0.019925026606802412
2000-05-04,0.019383278345853877
2000-05-05,0.01734227033578605
2000-05-08,0.01776433071204036
2000-05-09,0.018224187199170908
2000-05-10,0.018816331876643375
2000-05-11,0.01748715642874225
2000-05-12,0.016409957055877267
2000-05-15,0.015660328382834324
2000-05-16,0.015332758884528987
2000-05-17,0.015105979816238105
2000-05-18,0.015093380712107123
2000-05-19,0.01602569399201591
2000-05-22,0.016378460497066514
2000-05-23,0.016296568723248528
2000-05-24,0.015320159780398003
2000-05-25,0.015483944529550674
2000-05-26,0.015414650658346971
2000-05-30,0.014879201949463926
2000-05-31,0.014898099404143699
2000-06-01,0.014085476411962545
2000-06-02,0.013531127845366326
2000-06-05,0.014305954726671233
2000-06-06,0.014520134690831132
2000-06-07,0.014161068633715038
2000-06-08,0.014343752039064182
2000-06-09,0.01394688866955514
2000-06-12,0.01406027820370058
2000-06-13,0.013650816931577258
2000-06-14,0.013531127845366326
2000-06-15,0.013027175695294036
2000-06-16,0.012913786161148596
2000-06-19,0.01299567793496658
2000-06-20,0.01315316313205376
2000-06-21,0.012983080032352299
2000-06-22,0.013858697343671664
2000-06-23,0.014072877307831563
2000-06-26,0.014142171179035266
2000-06-27,0.013732708705395242
2000-06-28,0.012781499172323383
2000-06-29,0.012409834011076308
2000-06-30,0.01230904358106185
2000-07-03,0.01249172578489429
2000-07-05,0.01332954698533741
2000-07-06,0.013190960444446707
2000-07-07,0.012107461519516232
2000-07-10,0.012806696179068646
2000-07-11,0.012668109638177943
2000-07-12,0.012617714423170714
2000-07-13,0.012617714423170714
2000-07-14,0.012170455838654445
2000-07-17,0.01225234881398913
2000-07-18,0.012441330569887063
2000-07-19,0.01237833625074885
2000-07-20,0.011931078867749282
2000-07-21,0.011931078867749282
2000-07-24,0.012548420551967011
2000-07-25,0.012214551501596182
2000-07-26,0.012390935354879833
2000-07-27,0.012346839691938095
2000-07-28,0.013127966125308494
2000-07-31,0.013064971806170283
2000-08-01,0.01294528271995935
2000-08-02,0.01259881576697424
2000-08-03,0.012592516214908749
2000-08-04,0.011729498007720366
2000-08-07,0.011987773634822
2000-08-08,0.011836587989800315
2000-08-09,0.012082264512770969
2000-08-10,0.012088564064836459
2000-08-11,0.011685401143261926
2000-08-14,0.011263340767007623
2000-08-15,0.011326335086145833
2000-08-16,0.011351533294407799
2000-08-17,0.011011364691971478
2000-08-18,0.01074048996073886
2000-08-21,0.010929472918153493
2000-08-22,0.011005065139905986
2000-08-23,0.010948370372833267
2000-08-24,0.01073419161019007
2000-08-25,0.010412921663950222
2000-08-28,0.010419221216015713
2000-08-29,0.010639699530724403
2000-08-30,0.011143652882313393
2000-08-31,0.010608202971913647
2000-09-01,0.011042862452298935
2000-09-05,0.0124854262328288
2000-09-06,0.013096469566497739
2000-09-07,0.012233450157792656
2000-09-08,0.011628706376189207
2000-09-11,0.011590910265312962
2000-09-12,0.011710599351523892
2000-09-13,0.011540515050305731
2000-09-14,0.011502718939429486
2000-09-15,0.011666503688582155
2000-09-18,0.01275630096406142
2000-09-19,0.01230904358106185
2000-09-20,0.012554720104032503
2000-09-21,0.012712205301119682
2000-09-22,0.013064971806170283
2000-09-25,0.013487032182424587
2000-09-26,0.013783103920402471
2000-09-27,0.013650816931577258
2000-09-28,0.012264946716603409
2000-09-29,0.012957881824090333
2000-10-02,0.013373642648279147
2000-10-03,0.013764206465722698
2000-10-04,0.013568925157759273
2000-10-05,0.013247655211519428
2000-10-06,0.014305954726671233
2000-10-09,0.01513117802450007
2000-10-10,0.015660328382834324
2000-10-11,0.016737526554182605
2000-10-12,0.019219493596701206
2000-10-13,0.017386365998727792
2000-10-16,0.016876114296590014
2000-10-17,0.01753755164374948
2000-10-18,0.018091899008828998
2000-10-19,0.01580521447579052
2000-10-20,0.015269764565390776
2000-10-23,0.015553238400754376
2000-10-24,0.015294962773652741
2000-10-25,0.016787921769189834
2000-10-26,0.018028905891207488
2000-10-27,0.016674532235044396
2000-10-30,0.016038291894630193
2000-10-31,0.014885500300012715
2000-11-01,0.015294962773652741
2000-11-02,0.01506818370536186
2000-11-03,0.014910698508274681
2000-11-06,0.015446148418674427
2000-11-07,0.01569182494164508
2000-11-08,0.016164280532906614
2000-11-09,0.017134389923691647
2000-11-10,0.017972211124134767
2000-11-13,0.018306078972988894
2000-11-14,0.016888712199204292
2000-11-15,0.01647295137501548
2000-11-16,0.015780016267528556
2000-11-17,0.01562883062250687
2000-11-20,0.017279276016647842
2000-11-21,0.016769024314510064
2000-11-22,0.017455658668414795
2000-11-24,0.016378460497066514
2000-11-27,0.01696430562247349
2000-11-28,0.017411563005473057
2000-11-29,0.017317072127524088
2000-11-30,0.018677744134235973
2000-12-01,0.017310772575458596
2000-12-04,0.01749975553287323
2000-12-05,0.01574222015665231
2000-12-06,0.01579261537165954
2000-12-07,0.0159626996728777
2000-12-08,0.0141169729707733
2000-12-11,0.014809908078260223
2000-12-12,0.015672926285448606
2000-12-13,0.014885500300012715
2000-12-14,0.015660328382834324
2000-12-15,0.01672492745005162
2000-12-18,0.017449360317866005
2000-12-19,0.017115491267495172
2000-12-20,0.019994320478006117
2000-12-21,0.018684043686301464
2000-12-22,0.017354868238400337
2000-12-26,0.018098198560894486
2000-12-27,0.017726533399647415
2000-12-28,0.016737526554182605
2000-12-29,0.016913910407466256
2001-01-02,0.01889192409839587
2001-01-03,0.016756425210379077
2001-01-04,0.01698950262921875
2001-01-05,0.01806040245001824
2001-01-08,0.018797433220446903
2001-01-09,0.017632042521698445
2001-01-10,0.0168824126471388
2001-01-11,0.0162461735082413
2001-01-12,0.015471345425419692
2001-01-16,0.015924903562001453
2001-01-17,0.01570442404577606
2001-01-18,0.014721716752376749
2001-01-19,0.014639823777042062
2001-01-22,0.014646123329107556
2001-01-23,0.013587822612439045
2001-01-24,0.013877595999868137
2001-01-25,0.014261859063729496
2001-01-26,0.014217763400787758
2001-01-29,0.014242961609049724
2001-01-30,0.014217763400787758
2001-01-31,0.013871296447802647
2001-02-01,0.013644517379511766
2001-02-02,0.01382720078486091
2001-02-05,0.013978386429882595
2001-02-06,0.013846098239540682
2001-02-07,0.013650816931577258
2001-02-08,0.013518528741235342
2001-02-09,0.013877595999868137
2001-02-12,0.013808302128664435
2001-02-13,0.013461835175679325
2001-02-14,0.013556326053628292
2001-02-15,0.0127689000681924
2001-02-16,0.013934290766940858
2001-02-20,0.015553238400754376
2001-02-21,0.016220975299979335
2001-02-22,0.01685721564039354
2001-02-23,0.017140688274240437
2001-02-26,0.01601939443995042
2001-02-27,0.01668713133917538
2001-02-28,0.017858821589989325
2001-03-01,0.017688737288771166
2001-03-02,0.017279276016647842
2001-03-05,0.01708399470868442
2001-03-06,0.01630916662586281
2001-03-07,0.015194172343638283
2001-03-08,0.015301262325718231
2001-03-09,0.01613908352616135
2001-03-12,0.019099804510490277
2001-03-13,0.017354868238400337
2001-03-14,0.018652547127490707
2001-03-15,0.017991108578814537
2001-03-16,0.01884152888338864
2001-03-19,0.018759637109570657
2001-03-20,0.01950296623054811
2001-03-21,0.020114009564217047
2001-03-22,0.020687255585493038
2001-03-23,0.01918169748582496
2001-03-26,0.018293481070374613
2001-03-27,0.01703359949367719
2001-03-28,0.018003707682945524
2001-03-29,0.0183753728441926
2001-03-30,0.018041503793821766
2001-04-02,0.019660451427635284
2001-04-03,0.02187154494043797
2001-04-04,0.021462082466797948
